Date;included;brand;packagetype;prijstype;KanaalType;Actie_Type;clusters;inflow;month
2021-02-28;0;NB;FULL;PROMO;gratis maanden;content;middel;16;2
2021-02-28;0;NB;FULL;PROMO;gratis maanden;mailing;groot;272;2
2021-02-28;0;NB;FULL;PROMO;gratis maanden;mailing;klein;22;2
2021-02-28;0;NB;FULL;PROMO;gratis maanden;mailing;middel;98;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;koppelverkoop;groot;9453;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;koppelverkoop;klein;108;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;koppelverkoop;middel;4208;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;open comm;groot;2594;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;open comm;klein;305;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;open comm;middel;1363;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;project;groot;386;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;project;klein;36;2
2021-02-28;0;NB;FULL;PROMO;koppelverkoop;project;middel;122;2
2021-02-28;0;NB;FULL;PROMO;korting;content;groot;774;2
2021-02-28;0;NB;FULL;PROMO;korting;content;klein;217;2
2021-02-28;0;NB;FULL;PROMO;korting;content;middel;474;2
2021-02-28;0;NB;FULL;PROMO;korting;dm;groot;927;2
2021-02-28;0;NB;FULL;PROMO;korting;dm;klein;140;2
2021-02-28;0;NB;FULL;PROMO;korting;dm;middel;492;2
2021-02-28;0;NB;FULL;PROMO;korting;klantendienst;groot;4113;2
2021-02-28;0;NB;FULL;PROMO;korting;klantendienst;klein;142;2
2021-02-28;0;NB;FULL;PROMO;korting;klantendienst;middel;1184;2
2021-02-28;0;NB;FULL;PROMO;korting;mailing;groot;3073;2
2021-02-28;0;NB;FULL;PROMO;korting;mailing;klein;290;2
2021-02-28;0;NB;FULL;PROMO;korting;mailing;middel;1133;2
2021-02-28;0;NB;FULL;PROMO;korting;open comm;groot;934;2
2021-02-28;0;NB;FULL;PROMO;korting;open comm;klein;21;2
2021-02-28;0;NB;FULL;PROMO;korting;open comm;middel;171;2
2021-02-28;0;NB;FULL;PROMO;korting;overig;groot;1260;2
2021-02-28;0;NB;FULL;PROMO;korting;overig;klein;90;2
2021-02-28;0;NB;FULL;PROMO;korting;overig;middel;437;2
2021-02-28;0;NB;FULL;PROMO;korting;project;groot;5933;2
2021-02-28;0;NB;FULL;PROMO;korting;project;klein;1064;2
2021-02-28;0;NB;FULL;PROMO;korting;project;middel;2592;2
2021-02-28;0;NB;FULL;PROMO;korting;student;groot;765;2
2021-02-28;0;NB;FULL;PROMO;korting;student;klein;44;2
2021-02-28;0;NB;FULL;PROMO;korting;student;middel;402;2
2021-02-28;0;NB;FULL;PROMO;korting;winback;groot;2664;2
2021-02-28;0;NB;FULL;PROMO;korting;winback;klein;234;2
2021-02-28;0;NB;FULL;PROMO;korting;winback;middel;1413;2
2021-02-28;0;NB;FULL;PROMO;overig;mailing;groot;204;2
2021-02-28;0;NB;FULL;PROMO;overig;mailing;klein;21;2
2021-02-28;0;NB;FULL;PROMO;overig;mailing;middel;81;2
2021-02-28;0;NB;FULL;PROMO;overig;open comm;groot;1104;2
2021-02-28;0;NB;FULL;PROMO;overig;open comm;klein;127;2
2021-02-28;0;NB;FULL;PROMO;overig;open comm;middel;412;2
2021-02-28;0;NB;FULL;PROMO;overig;overig;groot;540;2
2021-02-28;0;NB;FULL;PROMO;overig;overig;klein;101;2
2021-02-28;0;NB;FULL;PROMO;overig;overig;middel;332;2
2021-02-28;0;NB;FULL;PROMO;overig;project;groot;1415;2
2021-02-28;0;NB;FULL;PROMO;overig;project;klein;80;2
2021-02-28;0;NB;FULL;PROMO;overig;project;middel;586;2
2021-02-28;0;NB;FULL;PROMO;overig;student;groot;186;2
2021-02-28;0;NB;FULL;PROMO;overig;student;klein;56;2
2021-02-28;0;NB;FULL;PROMO;overig;student;middel;120;2
2021-02-28;0;NB;FULL;PROMO;stunt;1week1euro;klein;13;2
2021-02-28;0;NB;FULL;PROMO;stunt;1week1euro;middel;35;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;overig;groot;66;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;overig;klein;17;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;overig;middel;40;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;project;groot;226;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;project;klein;38;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;project;middel;122;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;tolpoort;groot;23;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;tolpoort;klein;14;2
2021-02-28;0;NB;FULL;PROMO;tolpoort;tolpoort;middel;18;2
2021-02-28;0;NB;FULL;PROMO;vitrine;geschenkactie;groot;654;2
2021-02-28;0;NB;FULL;PROMO;vitrine;geschenkactie;klein;73;2
2021-02-28;0;NB;FULL;PROMO;vitrine;geschenkactie;middel;198;2
2021-02-28;0;NB;FULL;PROMO;vitrine;overig;groot;105;2
2021-02-28;0;NB;FULL;PROMO;vitrine;overig;klein;18;2
2021-02-28;0;NB;FULL;PROMO;vitrine;overig;middel;71;2
2021-02-28;0;NB;FULL;PROMO;vitrine;project;groot;2057;2
2021-02-28;0;NB;FULL;PROMO;vitrine;project;klein;579;2
2021-02-28;0;NB;FULL;PROMO;vitrine;project;middel;1043;2
2021-02-28;0;NB;FULL;SPONSOR;gratis maanden;Gratis maanden;groot;4592;2
2021-02-28;0;NB;FULL;SPONSOR;gratis maanden;Gratis maanden;klein;258;2
2021-02-28;0;NB;FULL;SPONSOR;gratis maanden;Gratis maanden;middel;2291;2
2021-02-28;0;NB;FULL;SPONSOR;gratis maanden;mailing;klein;224;2
2021-02-28;0;NB;FULL;SPONSOR;gratis maanden;mailing;middel;558;2
2021-02-28;0;NB;FULL;SPONSOR;gratis maanden;project;groot;22;2
2021-02-28;0;NB;FULL;SPONSOR;gratis maanden;project;klein;12;2
2021-02-28;0;NB;FULL;SPONSOR;gratis maanden;project;middel;18;2
2021-02-28;0;NB;FULL;SPONSOR;korting;klantendienst;middel;29;2
2021-02-28;0;NB;FULL;SPONSOR;korting;overig;middel;10;2
2021-02-28;0;NB;FULL;SPONSOR;korting;project;klein;584;2
2021-02-28;0;NB;FULL;SPONSOR;korting;student;klein;12;2
2021-02-28;0;NB;FULL;STUNT;korting;klantendienst;groot;174;2
2021-02-28;0;NB;FULL;STUNT;korting;klantendienst;klein;29;2
2021-02-28;0;NB;FULL;STUNT;korting;klantendienst;middel;87;2
2021-02-28;0;NB;FULL;STUNT;korting;project;groot;164;2
2021-02-28;0;NB;FULL;STUNT;korting;project;klein;78;2
2021-02-28;0;NB;FULL;STUNT;korting;project;middel;104;2
2021-02-28;0;NB;FULL;STUNT;vitrine;project;groot;796;2
2021-02-28;0;NB;FULL;STUNT;vitrine;project;klein;322;2
2021-02-28;0;NB;FULL;STUNT;vitrine;project;middel;575;2
2021-02-28;0;NB;PLUS;BASE;korting;klantendienst;groot;653;2
2021-02-28;0;NB;PLUS;BASE;korting;klantendienst;klein;162;2
2021-02-28;0;NB;PLUS;BASE;korting;klantendienst;middel;393;2
2021-02-28;0;NB;PLUS;BASE;korting;project;klein;60;2
2021-02-28;0;NB;PLUS;BASE;korting;project;middel;105;2
2021-02-28;0;NB;PLUS;BASE;tolpoort;project;groot;21;2
2021-02-28;0;NB;PLUS;BASE;tolpoort;project;klein;14;2
2021-02-28;0;NB;PLUS;BASE;tolpoort;project;middel;15;2
2021-02-28;0;NB;PLUS;BASE;tolpoort;tolpoort;groot;401;2
2021-02-28;0;NB;PLUS;BASE;tolpoort;tolpoort;klein;43;2
2021-02-28;0;NB;PLUS;BASE;tolpoort;tolpoort;middel;207;2
2021-02-28;0;NB;PLUS;BASE;vitrine;project;groot;1450;2
2021-02-28;0;NB;PLUS;BASE;vitrine;project;klein;347;2
2021-02-28;0;NB;PLUS;BASE;vitrine;project;middel;723;2
2021-02-28;0;NB;PLUS;PROMO;korting;content;groot;346;2
2021-02-28;0;NB;PLUS;PROMO;korting;content;klein;79;2
2021-02-28;0;NB;PLUS;PROMO;korting;content;middel;185;2
2021-02-28;0;NB;PLUS;PROMO;korting;klantendienst;groot;1682;2
2021-02-28;0;NB;PLUS;PROMO;korting;klantendienst;klein;92;2
2021-02-28;0;NB;PLUS;PROMO;korting;klantendienst;middel;459;2
2021-02-28;0;NB;PLUS;PROMO;korting;mailing;groot;40;2
2021-02-28;0;NB;PLUS;PROMO;korting;mailing;klein;10;2
2021-02-28;0;NB;PLUS;PROMO;korting;mailing;middel;30;2
2021-02-28;0;NB;PLUS;PROMO;korting;open comm;groot;282;2
2021-02-28;0;NB;PLUS;PROMO;korting;open comm;klein;27;2
2021-02-28;0;NB;PLUS;PROMO;korting;open comm;middel;175;2
2021-02-28;0;NB;PLUS;PROMO;korting;overig;groot;69;2
2021-02-28;0;NB;PLUS;PROMO;korting;overig;klein;16;2
2021-02-28;0;NB;PLUS;PROMO;korting;overig;middel;45;2
2021-02-28;0;NB;PLUS;PROMO;korting;project;groot;412;2
2021-02-28;0;NB;PLUS;PROMO;korting;project;klein;81;2
2021-02-28;0;NB;PLUS;PROMO;korting;project;middel;197;2
2021-02-28;0;NB;PLUS;PROMO;korting;winback;klein;52;2
2021-02-28;0;NB;PLUS;PROMO;korting;winback;middel;84;2
2021-02-28;0;NB;PLUS;PROMO;overig;open comm;groot;78;2
2021-02-28;0;NB;PLUS;PROMO;overig;open comm;klein;12;2
2021-02-28;0;NB;PLUS;PROMO;overig;open comm;middel;36;2
2021-02-28;0;NB;PLUS;PROMO;overig;project;groot;212;2
2021-02-28;0;NB;PLUS;PROMO;overig;project;klein;29;2
2021-02-28;0;NB;PLUS;PROMO;overig;project;middel;74;2
2021-02-28;0;NB;PLUS;PROMO;stunt;1week1euro;klein;10;2
2021-02-28;0;NB;PLUS;PROMO;stunt;1week1euro;middel;19;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;overig;groot;428;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;overig;klein;43;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;overig;middel;185;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;project;groot;2242;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;project;klein;214;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;project;middel;1450;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;tolpoort;groot;4149;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;tolpoort;klein;1334;2
2021-02-28;0;NB;PLUS;PROMO;tolpoort;tolpoort;middel;2449;2
2021-02-28;0;NB;PLUS;PROMO;vitrine;project;groot;3190;2
2021-02-28;0;NB;PLUS;PROMO;vitrine;project;klein;579;2
2021-02-28;0;NB;PLUS;PROMO;vitrine;project;middel;1087;2
2021-02-28;0;NB;PLUS;STUNT;korting;overig;klein;19;2
2021-02-28;0;NB;PLUS;STUNT;korting;overig;middel;129;2
2021-02-28;0;NB;PLUS;STUNT;tolpoort;tolpoort;groot;1258;2
2021-02-28;0;NB;PLUS;STUNT;tolpoort;tolpoort;klein;128;2
2021-02-28;0;NB;PLUS;STUNT;tolpoort;tolpoort;middel;572;2
2021-02-28;0;NB;ZADI;BASE;korting;klantendienst;groot;1819;2
2021-02-28;0;NB;ZADI;BASE;korting;klantendienst;klein;112;2
2021-02-28;0;NB;ZADI;BASE;korting;klantendienst;middel;1051;2
2021-02-28;0;NB;ZADI;BASE;korting;project;groot;685;2
2021-02-28;0;NB;ZADI;BASE;korting;project;klein;41;2
2021-02-28;0;NB;ZADI;BASE;korting;project;middel;319;2
2021-02-28;0;NB;ZADI;BASE;tolpoort;tolpoort;groot;42;2
2021-02-28;0;NB;ZADI;BASE;tolpoort;tolpoort;klein;12;2
2021-02-28;0;NB;ZADI;BASE;tolpoort;tolpoort;middel;32;2
2021-02-28;0;NB;ZADI;BASE;vitrine;overig;groot;15;2
2021-02-28;0;NB;ZADI;BASE;vitrine;project;groot;470;2
2021-02-28;0;NB;ZADI;BASE;vitrine;project;klein;60;2
2021-02-28;0;NB;ZADI;BASE;vitrine;project;middel;212;2
2021-02-28;0;NB;ZADI;None;koppelverkoop;open comm;klein;12;2
2021-02-28;0;NB;ZADI;PROMO;geschenk;geschenkactie;groot;256;2
2021-02-28;0;NB;ZADI;PROMO;geschenk;geschenkactie;klein;31;2
2021-02-28;0;NB;ZADI;PROMO;geschenk;geschenkactie;middel;84;2
2021-02-28;0;NB;ZADI;PROMO;gratis maanden;Gratis maanden;groot;246;2
2021-02-28;0;NB;ZADI;PROMO;gratis maanden;Gratis maanden;klein;49;2
2021-02-28;0;NB;ZADI;PROMO;gratis maanden;Gratis maanden;middel;135;2
2021-02-28;0;NB;ZADI;PROMO;gratis maanden;content;klein;23;2
2021-02-28;0;NB;ZADI;PROMO;gratis maanden;mailing;groot;87;2
2021-02-28;0;NB;ZADI;PROMO;gratis maanden;mailing;klein;17;2
2021-02-28;0;NB;ZADI;PROMO;gratis maanden;mailing;middel;44;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;koppelverkoop;groot;1834;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;koppelverkoop;klein;49;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;koppelverkoop;middel;653;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;open comm;groot;1035;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;open comm;klein;104;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;open comm;middel;312;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;project;groot;111;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;project;klein;12;2
2021-02-28;0;NB;ZADI;PROMO;koppelverkoop;project;middel;24;2
2021-02-28;0;NB;ZADI;PROMO;korting;content;groot;642;2
2021-02-28;0;NB;ZADI;PROMO;korting;content;klein;105;2
2021-02-28;0;NB;ZADI;PROMO;korting;content;middel;289;2
2021-02-28;0;NB;ZADI;PROMO;korting;dm;groot;199;2
2021-02-28;0;NB;ZADI;PROMO;korting;dm;klein;36;2
2021-02-28;0;NB;ZADI;PROMO;korting;dm;middel;110;2
2021-02-28;0;NB;ZADI;PROMO;korting;klantendienst;groot;1799;2
2021-02-28;0;NB;ZADI;PROMO;korting;klantendienst;klein;88;2
2021-02-28;0;NB;ZADI;PROMO;korting;klantendienst;middel;658;2
2021-02-28;0;NB;ZADI;PROMO;korting;mailing;groot;150;2
2021-02-28;0;NB;ZADI;PROMO;korting;mailing;klein;27;2
2021-02-28;0;NB;ZADI;PROMO;korting;mailing;middel;77;2
2021-02-28;0;NB;ZADI;PROMO;korting;open comm;groot;579;2
2021-02-28;0;NB;ZADI;PROMO;korting;open comm;klein;27;2
2021-02-28;0;NB;ZADI;PROMO;korting;open comm;middel;228;2
2021-02-28;0;NB;ZADI;PROMO;korting;overig;groot;62;2
2021-02-28;0;NB;ZADI;PROMO;korting;overig;klein;21;2
2021-02-28;0;NB;ZADI;PROMO;korting;overig;middel;42;2
2021-02-28;0;NB;ZADI;PROMO;korting;project;groot;1195;2
2021-02-28;0;NB;ZADI;PROMO;korting;project;klein;106;2
2021-02-28;0;NB;ZADI;PROMO;korting;project;middel;604;2
2021-02-28;0;NB;ZADI;PROMO;korting;student;groot;72;2
2021-02-28;0;NB;ZADI;PROMO;korting;student;klein;16;2
2021-02-28;0;NB;ZADI;PROMO;korting;student;middel;39;2
2021-02-28;0;NB;ZADI;PROMO;korting;winback;groot;196;2
2021-02-28;0;NB;ZADI;PROMO;korting;winback;klein;43;2
2021-02-28;0;NB;ZADI;PROMO;korting;winback;middel;101;2
2021-02-28;0;NB;ZADI;PROMO;overig;mailing;klein;14;2
2021-02-28;0;NB;ZADI;PROMO;overig;mailing;middel;17;2
2021-02-28;0;NB;ZADI;PROMO;overig;open comm;groot;701;2
2021-02-28;0;NB;ZADI;PROMO;overig;open comm;klein;93;2
2021-02-28;0;NB;ZADI;PROMO;overig;open comm;middel;333;2
2021-02-28;0;NB;ZADI;PROMO;overig;overig;groot;580;2
2021-02-28;0;NB;ZADI;PROMO;overig;overig;klein;45;2
2021-02-28;0;NB;ZADI;PROMO;overig;overig;middel;263;2
2021-02-28;0;NB;ZADI;PROMO;overig;project;groot;581;2
2021-02-28;0;NB;ZADI;PROMO;overig;project;klein;45;2
2021-02-28;0;NB;ZADI;PROMO;overig;project;middel;193;2
2021-02-28;0;NB;ZADI;PROMO;overig;student;groot;76;2
2021-02-28;0;NB;ZADI;PROMO;overig;student;klein;24;2
2021-02-28;0;NB;ZADI;PROMO;overig;student;middel;49;2
2021-02-28;0;NB;ZADI;PROMO;stunt;1week1euro;groot;2056;2
2021-02-28;0;NB;ZADI;PROMO;stunt;1week1euro;klein;27;2
2021-02-28;0;NB;ZADI;PROMO;stunt;1week1euro;middel;285;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;overig;groot;122;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;overig;klein;24;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;overig;middel;57;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;project;groot;546;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;project;klein;47;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;project;middel;245;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;tolpoort;groot;1395;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;tolpoort;klein;39;2
2021-02-28;0;NB;ZADI;PROMO;tolpoort;tolpoort;middel;586;2
2021-02-28;0;NB;ZADI;PROMO;vitrine;geschenkactie;groot;123;2
2021-02-28;0;NB;ZADI;PROMO;vitrine;geschenkactie;klein;17;2
2021-02-28;0;NB;ZADI;PROMO;vitrine;geschenkactie;middel;40;2
2021-02-28;0;NB;ZADI;PROMO;vitrine;overig;klein;15;2
2021-02-28;0;NB;ZADI;PROMO;vitrine;project;groot;1283;2
2021-02-28;0;NB;ZADI;PROMO;vitrine;project;klein;99;2
2021-02-28;0;NB;ZADI;PROMO;vitrine;project;middel;460;2
2021-02-28;0;NB;ZADI;SPONSOR;gratis maanden;Gratis maanden;klein;3409;2
2021-02-28;0;NB;ZADI;SPONSOR;gratis maanden;project;klein;12;2
2021-02-28;0;NB;ZADI;SPONSOR;gratis maanden;project;middel;18;2
2021-02-28;0;NB;ZADI;SPONSOR;tolpoort;project;groot;4001;2
2021-02-28;0;NB;ZADI;SPONSOR;tolpoort;project;klein;585;2
2021-02-28;0;NB;ZADI;SPONSOR;tolpoort;project;middel;2472;2
2021-02-28;0;NB;ZADI;STUNT;korting;klantendienst;klein;29;2
2021-02-28;0;NB;ZADI;STUNT;korting;klantendienst;middel;58;2
2021-02-28;0;NB;ZADI;STUNT;korting;project;klein;26;2
2021-02-28;0;NB;ZADI;STUNT;stunt;1week1euro;groot;7518;2
2021-02-28;0;NB;ZADI;STUNT;stunt;1week1euro;klein;221;2
2021-02-28;0;NB;ZADI;STUNT;stunt;1week1euro;middel;2652;2
2021-02-28;0;NB;ZADI;STUNT;tolpoort;tolpoort;groot;470;2
2021-02-28;0;NB;ZADI;STUNT;tolpoort;tolpoort;klein;38;2
2021-02-28;0;NB;ZADI;STUNT;tolpoort;tolpoort;middel;178;2
2021-02-28;0;NB;ZADI;STUNT;vitrine;project;groot;232;2
2021-02-28;0;NB;ZADI;STUNT;vitrine;project;klein;62;2
2021-02-28;0;NB;ZADI;STUNT;vitrine;project;middel;141;2
2021-03-31;0;BVL;DIGI;BASE;korting;klantendienst;groot;315;3
2021-03-31;0;BVL;DIGI;BASE;korting;klantendienst;klein;39;3
2021-03-31;0;BVL;DIGI;BASE;korting;klantendienst;middel;126;3
2021-03-31;0;BVL;DIGI;BASE;overig;mailing;klein;12;3
2021-03-31;0;BVL;DIGI;BASE;overig;mailing;middel;24;3
2021-03-31;0;BVL;DIGI;BASE;tolpoort;project;klein;10;3
2021-03-31;0;BVL;DIGI;BASE;vitrine;project;groot;120;3
2021-03-31;0;BVL;DIGI;BASE;vitrine;project;klein;19;3
2021-03-31;0;BVL;DIGI;BASE;vitrine;project;middel;50;3
2021-03-31;0;BVL;DIGI;FREE;gratis maanden;Gratis maanden;klein;13;3
2021-03-31;0;BVL;DIGI;FREE;korting;klantendienst;groot;76;3
2021-03-31;0;BVL;DIGI;FREE;korting;klantendienst;klein;15;3
2021-03-31;0;BVL;DIGI;FREE;korting;klantendienst;middel;43;3
2021-03-31;0;BVL;DIGI;PROMO;koppelverkoop;koppelverkoop;groot;188;3
2021-03-31;0;BVL;DIGI;PROMO;koppelverkoop;koppelverkoop;klein;29;3
2021-03-31;0;BVL;DIGI;PROMO;koppelverkoop;koppelverkoop;middel;106;3
2021-03-31;0;BVL;DIGI;PROMO;koppelverkoop;open comm;groot;60;3
2021-03-31;0;BVL;DIGI;PROMO;koppelverkoop;open comm;klein;15;3
2021-03-31;0;BVL;DIGI;PROMO;koppelverkoop;open comm;middel;30;3
2021-03-31;0;BVL;DIGI;PROMO;korting;klantendienst;groot;150;3
2021-03-31;0;BVL;DIGI;PROMO;korting;klantendienst;klein;17;3
2021-03-31;0;BVL;DIGI;PROMO;korting;klantendienst;middel;78;3
2021-03-31;0;BVL;DIGI;PROMO;korting;mailing;groot;20;3
2021-03-31;0;BVL;DIGI;PROMO;korting;mailing;klein;10;3
2021-03-31;0;BVL;DIGI;PROMO;korting;mailing;middel;13;3
2021-03-31;0;BVL;DIGI;PROMO;korting;overig;groot;36;3
2021-03-31;0;BVL;DIGI;PROMO;korting;overig;klein;11;3
2021-03-31;0;BVL;DIGI;PROMO;korting;overig;middel;17;3
2021-03-31;0;BVL;DIGI;PROMO;korting;winback;groot;59;3
2021-03-31;0;BVL;DIGI;PROMO;korting;winback;klein;10;3
2021-03-31;0;BVL;DIGI;PROMO;korting;winback;middel;34;3
2021-03-31;0;BVL;DIGI;PROMO;overig;open comm;groot;25;3
2021-03-31;0;BVL;DIGI;PROMO;overig;open comm;klein;14;3
2021-03-31;0;BVL;DIGI;PROMO;overig;open comm;middel;15;3
2021-03-31;0;BVL;DIGI;PROMO;overig;overig;groot;3916;3
2021-03-31;0;BVL;DIGI;PROMO;overig;overig;klein;107;3
2021-03-31;0;BVL;DIGI;PROMO;overig;overig;middel;1733;3
2021-03-31;0;BVL;DIGI;PROMO;overig;project;groot;35;3
2021-03-31;0;BVL;DIGI;PROMO;overig;project;klein;14;3
2021-03-31;0;BVL;DIGI;PROMO;overig;project;middel;23;3
2021-03-31;0;BVL;DIGI;PROMO;tolpoort;mailing;klein;12;3
2021-03-31;0;BVL;DIGI;PROMO;tolpoort;project;groot;163;3
2021-03-31;0;BVL;DIGI;PROMO;tolpoort;project;klein;51;3
2021-03-31;0;BVL;DIGI;PROMO;tolpoort;project;middel;112;3
2021-03-31;0;BVL;DIGI;PROMO;vitrine;project;groot;159;3
2021-03-31;0;BVL;DIGI;PROMO;vitrine;project;klein;46;3
2021-03-31;0;BVL;DIGI;PROMO;vitrine;project;middel;90;3
2021-03-31;0;BVL;FRACTIONS;BASE;geschenk;geschenkactie;groot;136;3
2021-03-31;0;BVL;FRACTIONS;BASE;geschenk;geschenkactie;klein;12;3
2021-03-31;0;BVL;FRACTIONS;BASE;geschenk;geschenkactie;middel;21;3
2021-03-31;0;BVL;FRACTIONS;BASE;korting;klantendienst;groot;103;3
2021-03-31;0;BVL;FRACTIONS;BASE;korting;klantendienst;klein;31;3
2021-03-31;0;BVL;FRACTIONS;BASE;korting;klantendienst;middel;62;3
2021-03-31;0;BVL;FRACTIONS;BASE;korting;winback;klein;11;3
2021-03-31;0;BVL;FRACTIONS;BASE;vitrine;project;groot;29;3
2021-03-31;0;BVL;FRACTIONS;BASE;vitrine;project;klein;10;3
2021-03-31;0;BVL;FRACTIONS;BASE;vitrine;project;middel;18;3
2021-03-31;0;BVL;FRACTIONS;PROMO;geschenk;geschenkactie;groot;140;3
2021-03-31;0;BVL;FRACTIONS;PROMO;geschenk;geschenkactie;klein;47;3
2021-03-31;0;BVL;FRACTIONS;PROMO;geschenk;geschenkactie;middel;82;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;klantendienst;groot;36;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;klantendienst;klein;10;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;klantendienst;middel;20;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;overig;groot;31;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;overig;klein;10;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;overig;middel;13;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;winback;groot;38;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;winback;klein;14;3
2021-03-31;0;BVL;FRACTIONS;PROMO;korting;winback;middel;24;3
2021-03-31;0;BVL;FRACTIONS;PROMO;vitrine;project;groot;30;3
2021-03-31;0;BVL;FRACTIONS;PROMO;vitrine;project;klein;10;3
2021-03-31;0;BVL;FRACTIONS;PROMO;vitrine;project;middel;12;3
2021-03-31;0;BVL;FULL;BASE;geschenk;geschenkactie;groot;61;3
2021-03-31;0;BVL;FULL;BASE;geschenk;geschenkactie;klein;12;3
2021-03-31;0;BVL;FULL;BASE;geschenk;geschenkactie;middel;22;3
2021-03-31;0;BVL;FULL;BASE;korting;klantendienst;groot;1012;3
2021-03-31;0;BVL;FULL;BASE;korting;klantendienst;klein;239;3
2021-03-31;0;BVL;FULL;BASE;korting;klantendienst;middel;565;3
2021-03-31;0;BVL;FULL;BASE;korting;overig;groot;35;3
2021-03-31;0;BVL;FULL;BASE;korting;overig;klein;10;3
2021-03-31;0;BVL;FULL;BASE;korting;overig;middel;12;3
2021-03-31;0;BVL;FULL;BASE;overig;overig;groot;115;3
2021-03-31;0;BVL;FULL;BASE;overig;overig;klein;30;3
2021-03-31;0;BVL;FULL;BASE;overig;overig;middel;66;3
2021-03-31;0;BVL;FULL;BASE;vitrine;project;groot;294;3
2021-03-31;0;BVL;FULL;BASE;vitrine;project;klein;59;3
2021-03-31;0;BVL;FULL;BASE;vitrine;project;middel;171;3
2021-03-31;0;BVL;FULL;FREE;korting;klantendienst;groot;31;3
2021-03-31;0;BVL;FULL;FREE;korting;klantendienst;klein;13;3
2021-03-31;0;BVL;FULL;FREE;korting;klantendienst;middel;20;3
2021-03-31;0;BVL;FULL;PROMO;geschenk;geschenkactie;groot;542;3
2021-03-31;0;BVL;FULL;PROMO;geschenk;geschenkactie;klein;34;3
2021-03-31;0;BVL;FULL;PROMO;geschenk;geschenkactie;middel;232;3
2021-03-31;0;BVL;FULL;PROMO;gratis maanden;Gratis maanden;groot;103;3
2021-03-31;0;BVL;FULL;PROMO;gratis maanden;Gratis maanden;klein;16;3
2021-03-31;0;BVL;FULL;PROMO;gratis maanden;Gratis maanden;middel;42;3
2021-03-31;0;BVL;FULL;PROMO;koppelverkoop;koppelverkoop;groot;369;3
2021-03-31;0;BVL;FULL;PROMO;koppelverkoop;koppelverkoop;klein;30;3
2021-03-31;0;BVL;FULL;PROMO;koppelverkoop;koppelverkoop;middel;164;3
2021-03-31;0;BVL;FULL;PROMO;koppelverkoop;open comm;groot;233;3
2021-03-31;0;BVL;FULL;PROMO;koppelverkoop;open comm;klein;37;3
2021-03-31;0;BVL;FULL;PROMO;koppelverkoop;open comm;middel;111;3
2021-03-31;0;BVL;FULL;PROMO;koppelverkoop;project;klein;14;3
2021-03-31;0;BVL;FULL;PROMO;koppelverkoop;project;middel;37;3
2021-03-31;0;BVL;FULL;PROMO;korting;dm;groot;458;3
